11,CPLEX Default,lunghezza crescente,score reduced costs somma crescente,score reduced costs medio crescente,lunghezza crescente duplicati in cima,score reduced costs somma crescente duplicati in cima,score reduced costs medio crescente duplicati in cima,score reduced costs somma decrescente,score reduced costs medio decrescente,score reduced costs somma decrescente duplicati in cima,score reduced costs medio decrescente duplicati in cima
../Dataset/ReducedLP/scpb2_reduced.lp,1.000925,0.636918,1.13218,0.997817,0.465844,0.479159,0.481324,0.482314,0.47495,0.47832700000000006,0.47484499999999996
../Dataset/ReducedLP/scpb2_reduced.lp,0.481875,0.503089,0.506131,0.508242,0.50763,0.527127,0.5212829999999999,0.496221,0.494508,0.515544,0.48934099999999997
../Dataset/ReducedLP/scpb2_reduced.lp,0.44146,0.465908,0.47174099999999997,0.46903100000000003,0.461935,0.473975,0.475001,0.47342,0.464351,0.47812899999999997,0.47726599999999997
../Dataset/ReducedLP/scpb2_reduced.lp,0.424886,0.477901,0.492468,0.46373000000000003,0.466557,0.47833100000000006,0.48133000000000004,0.477508,0.461056,0.47473699999999996,0.47704300000000005
../Dataset/ReducedLP/scpb2_reduced.lp,0.45757,0.481386,0.504636,0.499813,0.485561,0.49868900000000005,0.49989799999999995,0.503821,0.487699,0.49265200000000003,0.489442
../Dataset/ReducedLP/scpb2_reduced.lp,0.616768,0.453895,0.472488,0.48653100000000005,0.464171,0.481332,0.47457,0.461646,0.471893,0.474554,0.46919399999999994
../Dataset/ReducedLP/scpb2_reduced.lp,0.450573,0.495812,0.515009,0.511508,0.466841,0.47315100000000004,0.47732600000000003,0.48210200000000003,0.494306,0.49518599999999996,0.49710299999999996
../Dataset/ReducedLP/scpb2_reduced.lp,0.4310350000000001,0.459369,0.463075,0.462537,0.464034,0.478254,0.479571,0.477733,0.46484200000000003,0.468246,0.46751499999999996
../Dataset/ReducedLP/scpb2_reduced.lp,0.435649,0.472647,0.486688,0.48340500000000003,0.48633,0.975087,0.969834,0.49207399999999996,0.47324499999999997,0.485551,0.487307
../Dataset/ReducedLP/scpb2_reduced.lp,0.425633,0.45678,0.47329899999999997,0.470966,0.482518,0.502793,0.4987,0.893848,0.871129,0.468839,0.464848
