Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpc2_reduced.lp,8927,0,0.022831,0,33.753149
../Dataset/ReducedLP/scpc2_reduced.lp,8927,1,0.022831,1,32.745592
../Dataset/ReducedLP/scpc2_reduced.lp,8927,3,0.013699,2,30.478589
../Dataset/ReducedLP/scpc2_reduced.lp,8927,4,0.000000,3,21.410579
../Dataset/ReducedLP/scpc2_reduced.lp,8927,11,0.000000,4,13.350126
../Dataset/ReducedLP/scpc2_reduced.lp,8927,17,0.000000,5,16.372796
../Dataset/ReducedLP/scpc2_reduced.lp,8927,26,0.004566,5,23.677582
../Dataset/ReducedLP/scpc2_reduced.lp,8927,32,0.000000,6,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,33,0.000000,7,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,5,0.013699,3,28.967254
../Dataset/ReducedLP/scpc2_reduced.lp,8927,11,0.004566,4,14.609572
../Dataset/ReducedLP/scpc2_reduced.lp,8927,12,0.004566,5,14.609572
../Dataset/ReducedLP/scpc2_reduced.lp,8927,27,0.000000,8,11.083123
../Dataset/ReducedLP/scpc2_reduced.lp,8927,28,0.004566,9,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,4,0.013699,3,28.463476
../Dataset/ReducedLP/scpc2_reduced.lp,8927,5,0.013699,4,28.463476
../Dataset/ReducedLP/scpc2_reduced.lp,8927,7,0.009132,5,25.440806
../Dataset/ReducedLP/scpc2_reduced.lp,8927,13,0.004566,6,26.196474
../Dataset/ReducedLP/scpc2_reduced.lp,8927,14,0.004566,7,11.335013
../Dataset/ReducedLP/scpc2_reduced.lp,8927,26,0.004566,8,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,27,0.004566,9,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,3,0.013699,2,30.730479
../Dataset/ReducedLP/scpc2_reduced.lp,8927,5,0.000000,3,23.425693
../Dataset/ReducedLP/scpc2_reduced.lp,8927,13,0.000000,4,21.410579
../Dataset/ReducedLP/scpc2_reduced.lp,8927,26,0.000000,7,21.662469
