Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd2_reduced.lp,8927,0,0.090909,0,29.341317
../Dataset/ReducedLP/scpd2_reduced.lp,8927,1,0.075758,1,29.940120
../Dataset/ReducedLP/scpd2_reduced.lp,8927,2,0.075758,2,29.640719
../Dataset/ReducedLP/scpd2_reduced.lp,8927,5,0.060606,3,28.143713
../Dataset/ReducedLP/scpd2_reduced.lp,8927,9,0.060606,4,27.544910
../Dataset/ReducedLP/scpd2_reduced.lp,8927,10,0.060606,5,27.245509
../Dataset/ReducedLP/scpd2_reduced.lp,8927,21,0.075758,3,26.646707
../Dataset/ReducedLP/scpd2_reduced.lp,8927,28,0.060606,4,25.449102
../Dataset/ReducedLP/scpd2_reduced.lp,8927,29,0.060606,5,24.850299
../Dataset/ReducedLP/scpd2_reduced.lp,8927,42,0.045455,6,26.047904
../Dataset/ReducedLP/scpd2_reduced.lp,8927,50,0.015152,6,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,8927,51,0.030303,7,21.556886
../Dataset/ReducedLP/scpd2_reduced.lp,8927,64,0.045455,4,25.748503
../Dataset/ReducedLP/scpd2_reduced.lp,8927,89,0.030303,5,20.958084
../Dataset/ReducedLP/scpd2_reduced.lp,8927,3,0.030303,2,22.455090
../Dataset/ReducedLP/scpd2_reduced.lp,8927,4,0.030303,3,22.455090
../Dataset/ReducedLP/scpd2_reduced.lp,8927,12,0.045455,4,26.347305
../Dataset/ReducedLP/scpd2_reduced.lp,8927,16,0.045455,5,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,8927,17,0.030303,6,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,8927,26,0.030303,7,17.664671
../Dataset/ReducedLP/scpd2_reduced.lp,8927,42,0.030303,8,19.760479
../Dataset/ReducedLP/scpd2_reduced.lp,8927,58,0.030303,6,19.161677
../Dataset/ReducedLP/scpd2_reduced.lp,8927,67,0.045455,7,21.556886
../Dataset/ReducedLP/scpd2_reduced.lp,8927,86,0.015152,7,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,8927,2,0.045455,2,26.646707
../Dataset/ReducedLP/scpd2_reduced.lp,8927,5,0.030303,3,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,8927,6,0.030303,4,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,8927,24,0.045455,6,27.245509
../Dataset/ReducedLP/scpd2_reduced.lp,8927,25,0.045455,7,24.550898
../Dataset/ReducedLP/scpd2_reduced.lp,8927,30,0.030303,8,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,8927,31,0.030303,9,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,8927,32,0.030303,10,20.359281
../Dataset/ReducedLP/scpd2_reduced.lp,8927,39,0.000000,11,10.179641
../Dataset/ReducedLP/scpd2_reduced.lp,8927,40,0.015152,12,10.179641
../Dataset/ReducedLP/scpd2_reduced.lp,8927,41,0.045455,7,26.946108
../Dataset/ReducedLP/scpd2_reduced.lp,8927,48,0.030303,8,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,8927,49,0.030303,9,18.263473
../Dataset/ReducedLP/scpd2_reduced.lp,8927,60,0.015152,10,20.059880
../Dataset/ReducedLP/scpd2_reduced.lp,8927,61,0.015152,11,20.059880
../Dataset/ReducedLP/scpd2_reduced.lp,8927,1,0.075758,1,27.844311
../Dataset/ReducedLP/scpd2_reduced.lp,8927,3,0.075758,2,27.245509
../Dataset/ReducedLP/scpd2_reduced.lp,8927,6,0.030303,3,24.550898
../Dataset/ReducedLP/scpd2_reduced.lp,8927,11,0.060606,3,26.946108
../Dataset/ReducedLP/scpd2_reduced.lp,8927,23,0.045455,4,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,8927,27,0.030303,5,22.155689
../Dataset/ReducedLP/scpd2_reduced.lp,8927,36,0.060606,4,25.449102
../Dataset/ReducedLP/scpd2_reduced.lp,8927,37,0.045455,5,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,8927,45,0.045455,6,22.155689
../Dataset/ReducedLP/scpd2_reduced.lp,8927,47,0.045455,7,20.359281
../Dataset/ReducedLP/scpd2_reduced.lp,8927,56,0.045455,8,20.359281
../Dataset/ReducedLP/scpd2_reduced.lp,8927,57,0.030303,9,17.964072
../Dataset/ReducedLP/scpd2_reduced.lp,8927,59,0.030303,10,10.479042
../Dataset/ReducedLP/scpd2_reduced.lp,8927,60,0.030303,11,10.479042
../Dataset/ReducedLP/scpd2_reduced.lp,8927,62,0.015152,12,9.281437
