Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,6822,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,6822,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,6822,3,0.063291,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,6822,10,0.050633,3,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,6822,16,0.037975,4,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,22,0.037975,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,23,0.012658,6,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,6822,34,0.050633,3,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,6822,44,0.012658,4,18.181818
../Dataset/ReducedLP/scpb4_reduced.lp,6822,47,0.025316,4,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,6822,55,0.012658,5,21.515152
../Dataset/ReducedLP/scpb4_reduced.lp,6822,3,0.037975,2,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,7,0.037975,3,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,6822,13,0.037975,4,18.181818
../Dataset/ReducedLP/scpb4_reduced.lp,6822,20,0.037975,5,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,6822,28,0.025316,6,20.303030
../Dataset/ReducedLP/scpb4_reduced.lp,6822,37,0.012658,7,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,6822,42,0.037975,7,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,6822,43,0.037975,8,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,6822,44,0.025316,9,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,6822,2,0.050633,2,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,6822,3,0.050633,3,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,6822,6,0.025316,4,17.272727
../Dataset/ReducedLP/scpb4_reduced.lp,6822,21,0.012658,5,9.090909
../Dataset/ReducedLP/scpb4_reduced.lp,6822,42,0.025316,6,16.969697
../Dataset/ReducedLP/scpb4_reduced.lp,6822,43,0.012658,7,9.393939
../Dataset/ReducedLP/scpb4_reduced.lp,6822,44,0.012658,8,7.575758
../Dataset/ReducedLP/scpb4_reduced.lp,6822,45,0.012658,9,6.666667
../Dataset/ReducedLP/scpb4_reduced.lp,6822,1,0.063291,1,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,2,0.063291,2,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,6,0.063291,3,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,14,0.037975,4,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,19,0.050633,4,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,6822,30,0.050633,5,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,6822,34,0.050633,6,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,6822,59,0.012658,9,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,60,0.012658,10,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,62,0.000000,11,10.909091
