Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,338,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.063291,2,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,6,0.050633,3,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,14,0.037975,4,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.037975,5,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,338,43,0.025316,5,18.787879
../Dataset/ReducedLP/scpb4_reduced.lp,338,61,0.037975,6,20.303030
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.025316,2,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.050633,3,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,19,0.037975,4,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,338,27,0.025316,5,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,338,28,0.025316,6,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.050633,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,4,0.037975,3,23.939394
../Dataset/ReducedLP/scpb4_reduced.lp,338,10,0.037975,4,21.212121
../Dataset/ReducedLP/scpb4_reduced.lp,338,13,0.037975,5,16.666667
../Dataset/ReducedLP/scpb4_reduced.lp,338,14,0.012658,6,10.909091
../Dataset/ReducedLP/scpb4_reduced.lp,338,23,0.025316,5,20.909091
../Dataset/ReducedLP/scpb4_reduced.lp,338,33,0.025316,5,23.030303
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.012658,6,22.121212
../Dataset/ReducedLP/scpb4_reduced.lp,338,50,0.012658,7,17.575758
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.063291,1,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.063291,2,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,7,0.063291,3,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,11,0.050633,4,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,18,0.037975,5,20.606061
../Dataset/ReducedLP/scpb4_reduced.lp,338,19,0.037975,6,20.606061
../Dataset/ReducedLP/scpb4_reduced.lp,338,20,0.025316,7,14.242424
../Dataset/ReducedLP/scpb4_reduced.lp,338,27,0.050633,3,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,338,28,0.050633,4,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,338,29,0.025316,5,17.878788
../Dataset/ReducedLP/scpb4_reduced.lp,338,39,0.050633,5,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,338,45,0.037975,6,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,338,47,0.012658,7,18.787879
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.012658,8,18.787879
