Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd2_reduced.lp,338,0,0.090909,0,29.341317
../Dataset/ReducedLP/scpd2_reduced.lp,338,1,0.075758,1,29.940120
../Dataset/ReducedLP/scpd2_reduced.lp,338,3,0.075758,2,29.640719
../Dataset/ReducedLP/scpd2_reduced.lp,338,10,0.075758,3,26.646707
../Dataset/ReducedLP/scpd2_reduced.lp,338,12,0.060606,4,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,338,13,0.060606,5,24.850299
../Dataset/ReducedLP/scpd2_reduced.lp,338,20,0.045455,6,26.047904
../Dataset/ReducedLP/scpd2_reduced.lp,338,31,0.030303,7,21.556886
../Dataset/ReducedLP/scpd2_reduced.lp,338,47,0.015152,6,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,338,48,0.015152,7,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,338,61,0.030303,8,19.760479
../Dataset/ReducedLP/scpd2_reduced.lp,338,62,0.015152,9,20.658683
../Dataset/ReducedLP/scpd2_reduced.lp,338,3,0.045455,2,26.646707
../Dataset/ReducedLP/scpd2_reduced.lp,338,8,0.030303,3,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,338,15,0.015152,4,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,338,18,0.015152,4,18.562874
../Dataset/ReducedLP/scpd2_reduced.lp,338,26,0.045455,4,26.347305
../Dataset/ReducedLP/scpd2_reduced.lp,338,27,0.045455,5,24.251497
../Dataset/ReducedLP/scpd2_reduced.lp,338,34,0.030303,6,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,338,35,0.030303,7,20.059880
../Dataset/ReducedLP/scpd2_reduced.lp,338,45,0.045455,7,26.946108
../Dataset/ReducedLP/scpd2_reduced.lp,338,46,0.030303,8,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,338,57,0.030303,9,18.263473
../Dataset/ReducedLP/scpd2_reduced.lp,338,58,0.030303,10,18.263473
../Dataset/ReducedLP/scpd2_reduced.lp,338,2,0.030303,2,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,338,3,0.030303,3,22.754491
../Dataset/ReducedLP/scpd2_reduced.lp,338,10,0.060606,3,28.143713
../Dataset/ReducedLP/scpd2_reduced.lp,338,13,0.060606,4,27.544910
../Dataset/ReducedLP/scpd2_reduced.lp,338,14,0.060606,5,27.245509
../Dataset/ReducedLP/scpd2_reduced.lp,338,21,0.045455,6,27.245509
../Dataset/ReducedLP/scpd2_reduced.lp,338,22,0.045455,7,24.550898
../Dataset/ReducedLP/scpd2_reduced.lp,338,29,0.030303,8,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,338,30,0.030303,9,23.952096
../Dataset/ReducedLP/scpd2_reduced.lp,338,31,0.030303,10,20.359281
../Dataset/ReducedLP/scpd2_reduced.lp,338,37,0.000000,11,9.880240
../Dataset/ReducedLP/scpd2_reduced.lp,338,38,0.015152,12,9.880240
../Dataset/ReducedLP/scpd2_reduced.lp,338,52,0.045455,7,21.556886
../Dataset/ReducedLP/scpd2_reduced.lp,338,1,0.075758,1,27.844311
../Dataset/ReducedLP/scpd2_reduced.lp,338,2,0.075758,2,27.844311
../Dataset/ReducedLP/scpd2_reduced.lp,338,4,0.030303,3,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,338,12,0.060606,3,26.646707
../Dataset/ReducedLP/scpd2_reduced.lp,338,17,0.045455,4,25.149701
../Dataset/ReducedLP/scpd2_reduced.lp,338,18,0.030303,5,21.856287
../Dataset/ReducedLP/scpd2_reduced.lp,338,28,0.015152,6,14.970060
../Dataset/ReducedLP/scpd2_reduced.lp,338,31,0.060606,4,25.449102
../Dataset/ReducedLP/scpd2_reduced.lp,338,42,0.045455,5,25.748503
../Dataset/ReducedLP/scpd2_reduced.lp,338,43,0.030303,6,21.856287
../Dataset/ReducedLP/scpd2_reduced.lp,338,54,0.030303,7,18.562874
../Dataset/ReducedLP/scpd2_reduced.lp,338,55,0.030303,8,18.562874
../Dataset/ReducedLP/scpd2_reduced.lp,338,56,0.015152,9,5.688623
../Dataset/ReducedLP/scpd2_reduced.lp,338,59,0.030303,6,17.065868
../Dataset/ReducedLP/scpd2_reduced.lp,338,77,0.015152,7,15.269461
../Dataset/ReducedLP/scpd2_reduced.lp,338,80,0.045455,4,25.748503
../Dataset/ReducedLP/scpd2_reduced.lp,338,92,0.015152,5,20.658683
