Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnre3_reduced.lp,338,0,0.222222,0,20.343137
../Dataset/ReducedLP/scpnre3_reduced.lp,338,1,0.222222,1,21.078431
../Dataset/ReducedLP/scpnre3_reduced.lp,338,2,0.185185,2,21.813725
../Dataset/ReducedLP/scpnre3_reduced.lp,338,5,0.148148,3,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,8,0.148148,4,20.343137
../Dataset/ReducedLP/scpnre3_reduced.lp,338,9,0.148148,5,21.323529
../Dataset/ReducedLP/scpnre3_reduced.lp,338,14,0.111111,5,19.362745
../Dataset/ReducedLP/scpnre3_reduced.lp,338,15,0.074074,6,18.382353
../Dataset/ReducedLP/scpnre3_reduced.lp,338,23,0.074074,7,19.607843
../Dataset/ReducedLP/scpnre3_reduced.lp,338,29,0.074074,7,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,30,0.037037,8,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,31,0.037037,8,17.892157
../Dataset/ReducedLP/scpnre3_reduced.lp,338,38,0.037037,9,16.421569
../Dataset/ReducedLP/scpnre3_reduced.lp,338,39,0.037037,9,15.931373
../Dataset/ReducedLP/scpnre3_reduced.lp,338,40,0.000000,10,16.421569
../Dataset/ReducedLP/scpnre3_reduced.lp,338,49,0.000000,10,14.460784
../Dataset/ReducedLP/scpnre3_reduced.lp,338,52,0.148148,3,21.323529
../Dataset/ReducedLP/scpnre3_reduced.lp,338,53,0.148148,4,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,54,0.111111,4,20.833333
../Dataset/ReducedLP/scpnre3_reduced.lp,338,79,0.111111,5,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,80,0.111111,5,19.117647
../Dataset/ReducedLP/scpnre3_reduced.lp,338,93,0.074074,6,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,94,0.074074,7,18.137255
../Dataset/ReducedLP/scpnre3_reduced.lp,338,95,0.074074,8,18.137255
../Dataset/ReducedLP/scpnre3_reduced.lp,338,96,0.037037,8,16.911765
../Dataset/ReducedLP/scpnre3_reduced.lp,338,125,0.000000,9,16.666667
../Dataset/ReducedLP/scpnre3_reduced.lp,338,126,0.000000,10,15.196078
../Dataset/ReducedLP/scpnre3_reduced.lp,338,127,0.000000,11,13.480392
../Dataset/ReducedLP/scpnre3_reduced.lp,338,128,0.000000,11,14.460784
../Dataset/ReducedLP/scpnre3_reduced.lp,338,130,0.000000,12,13.970588
../Dataset/ReducedLP/scpnre3_reduced.lp,338,131,0.000000,13,12.009804
../Dataset/ReducedLP/scpnre3_reduced.lp,338,154,0.148148,4,20.833333
../Dataset/ReducedLP/scpnre3_reduced.lp,338,155,0.111111,5,19.362745
../Dataset/ReducedLP/scpnre3_reduced.lp,338,172,0.074074,6,19.117647
../Dataset/ReducedLP/scpnre3_reduced.lp,338,173,0.074074,7,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,174,0.074074,8,19.362745
../Dataset/ReducedLP/scpnre3_reduced.lp,338,175,0.074074,9,19.117647
../Dataset/ReducedLP/scpnre3_reduced.lp,338,176,0.037037,10,17.892157
../Dataset/ReducedLP/scpnre3_reduced.lp,338,194,0.037037,11,18.627451
../Dataset/ReducedLP/scpnre3_reduced.lp,338,195,0.000000,12,18.382353
../Dataset/ReducedLP/scpnre3_reduced.lp,338,196,0.000000,13,17.156863
../Dataset/ReducedLP/scpnre3_reduced.lp,338,197,0.000000,14,16.176471
../Dataset/ReducedLP/scpnre3_reduced.lp,338,200,0.111111,4,19.852941
../Dataset/ReducedLP/scpnre3_reduced.lp,338,201,0.111111,5,21.813725
../Dataset/ReducedLP/scpnre3_reduced.lp,338,232,0.074074,6,19.852941
../Dataset/ReducedLP/scpnre3_reduced.lp,338,233,0.074074,7,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,234,0.037037,8,19.362745
../Dataset/ReducedLP/scpnre3_reduced.lp,338,235,0.037037,9,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,236,0.037037,10,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,237,0.000000,11,18.382353
../Dataset/ReducedLP/scpnre3_reduced.lp,338,254,0.000000,12,18.382353
../Dataset/ReducedLP/scpnre3_reduced.lp,338,255,0.000000,13,16.666667
../Dataset/ReducedLP/scpnre3_reduced.lp,338,256,0.000000,14,15.441176
../Dataset/ReducedLP/scpnre3_reduced.lp,338,259,0.148148,6,21.323529
../Dataset/ReducedLP/scpnre3_reduced.lp,338,260,0.111111,7,21.813725
../Dataset/ReducedLP/scpnre3_reduced.lp,338,261,0.111111,8,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,302,0.111111,9,21.078431
../Dataset/ReducedLP/scpnre3_reduced.lp,338,303,0.074074,10,20.098039
../Dataset/ReducedLP/scpnre3_reduced.lp,338,304,0.074074,11,21.323529
../Dataset/ReducedLP/scpnre3_reduced.lp,338,305,0.074074,12,20.833333
../Dataset/ReducedLP/scpnre3_reduced.lp,338,306,0.037037,13,20.833333
../Dataset/ReducedLP/scpnre3_reduced.lp,338,307,0.037037,14,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,331,0.037037,15,19.362745
../Dataset/ReducedLP/scpnre3_reduced.lp,338,332,0.000000,16,18.872549
../Dataset/ReducedLP/scpnre3_reduced.lp,338,333,0.000000,17,18.627451
../Dataset/ReducedLP/scpnre3_reduced.lp,338,334,0.000000,18,14.705882
../Dataset/ReducedLP/scpnre3_reduced.lp,338,337,0.111111,7,19.852941
../Dataset/ReducedLP/scpnre3_reduced.lp,338,338,0.074074,8,18.627451
../Dataset/ReducedLP/scpnre3_reduced.lp,338,339,0.037037,9,18.627451
../Dataset/ReducedLP/scpnre3_reduced.lp,338,340,0.037037,9,17.647059
../Dataset/ReducedLP/scpnre3_reduced.lp,338,341,0.037037,10,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,342,0.037037,11,18.627451
../Dataset/ReducedLP/scpnre3_reduced.lp,338,382,0.037037,12,16.421569
../Dataset/ReducedLP/scpnre3_reduced.lp,338,383,0.000000,13,16.666667
../Dataset/ReducedLP/scpnre3_reduced.lp,338,384,0.000000,13,16.421569
../Dataset/ReducedLP/scpnre3_reduced.lp,338,385,0.000000,14,15.931373
../Dataset/ReducedLP/scpnre3_reduced.lp,338,386,0.000000,15,14.705882
../Dataset/ReducedLP/scpnre3_reduced.lp,338,387,0.000000,15,14.215686
../Dataset/ReducedLP/scpnre3_reduced.lp,338,388,0.000000,16,11.274510
../Dataset/ReducedLP/scpnre3_reduced.lp,338,389,0.000000,16,14.705882
../Dataset/ReducedLP/scpnre3_reduced.lp,338,392,0.111111,6,20.343137
../Dataset/ReducedLP/scpnre3_reduced.lp,338,393,0.074074,7,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,394,0.074074,8,20.588235
../Dataset/ReducedLP/scpnre3_reduced.lp,338,444,0.037037,9,19.607843
../Dataset/ReducedLP/scpnre3_reduced.lp,338,445,0.037037,10,19.117647
../Dataset/ReducedLP/scpnre3_reduced.lp,338,447,0.000000,11,17.647059
../Dataset/ReducedLP/scpnre3_reduced.lp,338,450,0.111111,7,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,451,0.074074,8,17.892157
../Dataset/ReducedLP/scpnre3_reduced.lp,338,452,0.074074,9,18.137255
../Dataset/ReducedLP/scpnre3_reduced.lp,338,453,0.037037,10,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,485,0.000000,11,14.705882
../Dataset/ReducedLP/scpnre3_reduced.lp,338,488,0.074074,7,17.401961
../Dataset/ReducedLP/scpnre3_reduced.lp,338,489,0.074074,8,18.137255
../Dataset/ReducedLP/scpnre3_reduced.lp,338,490,0.000000,9,15.196078
../Dataset/ReducedLP/scpnre3_reduced.lp,338,493,0.111111,9,18.137255
../Dataset/ReducedLP/scpnre3_reduced.lp,338,494,0.074074,10,17.892157
