Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpc2_reduced.lp,1867,0,0.022831,0,33.753149
../Dataset/ReducedLP/scpc2_reduced.lp,1867,1,0.022831,1,33.249370
../Dataset/ReducedLP/scpc2_reduced.lp,1867,3,0.013699,2,31.234257
../Dataset/ReducedLP/scpc2_reduced.lp,1867,4,0.000000,3,22.166247
../Dataset/ReducedLP/scpc2_reduced.lp,1867,12,0.000000,7,22.670025
../Dataset/ReducedLP/scpc2_reduced.lp,1867,14,0.004566,8,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,1867,15,0.000000,8,21.410579
../Dataset/ReducedLP/scpc2_reduced.lp,1867,22,0.004566,3,17.632242
../Dataset/ReducedLP/scpc2_reduced.lp,1867,23,0.004566,4,17.632242
../Dataset/ReducedLP/scpc2_reduced.lp,1867,6,0.004566,5,24.181360
../Dataset/ReducedLP/scpc2_reduced.lp,1867,13,0.004566,6,21.158690
../Dataset/ReducedLP/scpc2_reduced.lp,1867,20,0.004566,7,21.158690
../Dataset/ReducedLP/scpc2_reduced.lp,1867,25,0.000000,8,14.609572
../Dataset/ReducedLP/scpc2_reduced.lp,1867,4,0.013699,3,29.219144
../Dataset/ReducedLP/scpc2_reduced.lp,1867,5,0.013699,4,29.219144
../Dataset/ReducedLP/scpc2_reduced.lp,1867,6,0.009132,5,25.692695
../Dataset/ReducedLP/scpc2_reduced.lp,1867,7,0.009132,6,25.692695
../Dataset/ReducedLP/scpc2_reduced.lp,1867,12,0.004566,7,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,1867,13,0.004566,8,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,1867,26,0.000000,9,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,1867,3,0.013699,2,30.478589
../Dataset/ReducedLP/scpc2_reduced.lp,1867,7,0.000000,3,21.662469
../Dataset/ReducedLP/scpc2_reduced.lp,1867,25,0.004566,8,23.677582
