Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,0,0.266667,0,22.178988
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,1,0.266667,1,23.735409
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,3,0.266667,2,23.735409
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,7,0.200000,3,21.789883
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,11,0.200000,4,21.011673
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,12,0.200000,5,22.178988
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,20,0.200000,5,20.622568
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,27,0.133333,6,18.287938
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,35,0.200000,6,19.455253
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,36,0.133333,7,17.120623
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,40,0.133333,8,18.287938
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,41,0.066667,8,14.396887
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,44,0.200000,3,21.400778
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,58,0.200000,4,21.011673
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,59,0.200000,5,22.568093
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,74,0.200000,5,20.233463
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,75,0.133333,6,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,76,0.133333,7,17.898833
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,90,0.133333,8,17.120623
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,91,0.133333,8,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,92,0.133333,9,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,93,0.133333,9,15.564202
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,103,0.066667,10,14.785992
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,104,0.133333,10,12.062257
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,106,0.066667,11,12.451362
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,109,0.200000,4,20.233463
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,110,0.200000,5,20.622568
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,131,0.200000,6,20.233463
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,132,0.200000,7,20.233463
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,133,0.133333,8,21.011673
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,134,0.133333,9,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,135,0.133333,10,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,161,0.066667,11,17.120623
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,164,0.200000,5,19.066148
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,165,0.200000,6,19.066148
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,166,0.200000,7,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,167,0.133333,8,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,168,0.133333,9,17.898833
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,186,0.133333,10,19.066148
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,187,0.066667,11,17.120623
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,188,0.066667,12,13.229572
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,191,0.133333,7,17.898833
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,192,0.133333,8,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,193,0.133333,9,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,194,0.133333,10,16.731518
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,195,0.066667,11,15.953307
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,196,0.066667,12,14.785992
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,219,0.133333,8,19.844358
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,220,0.133333,9,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,221,0.133333,10,18.677043
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,222,0.133333,10,16.731518
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,223,0.066667,11,14.007782
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,224,0.066667,12,12.451362
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,225,0.066667,13,12.451362
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,228,0.133333,6,17.120623
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,229,0.133333,7,16.342412
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,250,0.066667,8,15.175097
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,253,0.133333,5,18.287938
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,254,0.133333,6,16.731518
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,256,0.133333,7,16.342412
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,257,0.066667,8,15.175097
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,259,0.066667,9,14.007782
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,262,0.066667,7,16.731518
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,304,0.133333,7,15.953307
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,305,0.066667,8,14.007782
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,308,0.066667,6,14.785992
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,311,0.133333,7,19.844358
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,312,0.133333,8,17.509728
../Dataset/ReducedLP/scpnrf2_reduced.lp,1867,313,0.066667,9,14.396887
