Instance,Time,Best Int.,Best Val.,MIP Gap,Nodes,Nodes Left,Constraint Branching,Varaible Branching,Seed,Threads,Callback,Branching,constraintBranchVer,delta,lookAhead,Reverse,RepeatedFirst,Sort,Average,PreprocessingPercentage
../Dataset/ReducedLP/scpnrg2_reduced.lp,1118.502015,154.0,154.0,0.0,758537,0,18342,456628,338,4,1,1,3,5.0,100,0,1,0,0,0.045423000000000005
../Dataset/ReducedLP/scpnrg2_reduced.lp,2861.915931,154.0,154.0,0.0,2116139,0,50519,1318682,1867,4,1,1,3,5.0,100,0,1,0,0,0.017888
../Dataset/ReducedLP/scpnrg2_reduced.lp,1246.5569560000001,154.0,154.0,0.0,969843,0,14884,495512,1997,4,1,1,3,5.0,100,0,1,0,0,0.04072
../Dataset/ReducedLP/scpnrg2_reduced.lp,2055.190734,154.0,154.0,0.0,1563113,0,28881,930064,3363,4,1,1,3,5.0,100,0,1,0,0,0.024736
../Dataset/ReducedLP/scpnrg2_reduced.lp,842.9780089999999,154.0,154.0,0.0,607912,0,15546,366831,5538,4,1,1,3,5.0,100,0,1,0,0,0.060286
../Dataset/ReducedLP/scpnrg2_reduced.lp,450.37477800000005,154.0,154.0,0.0,313259,0,6006,163040,6822,4,1,1,3,5.0,100,0,1,0,0,0.11295799999999999
../Dataset/ReducedLP/scpnrg2_reduced.lp,1005.71196,154.0,154.0,0.0,725175,0,17176,438860,8007,4,1,1,3,5.0,100,0,1,0,0,0.050546
../Dataset/ReducedLP/scpnrg2_reduced.lp,1200.213343,154.0,154.0,0.0,926171,0,11833,497503,8927,4,1,1,3,5.0,100,0,1,0,0,0.042689
../Dataset/ReducedLP/scpnrg2_reduced.lp,3560.807689,154.0,154.0,0.0,2594395,0,46985,1427242,8957,4,1,1,3,5.0,100,0,1,0,0,0.014262
../Dataset/ReducedLP/scpnrg2_reduced.lp,407.466714,154.0,154.0,0.0,284520,0,4869,151388,9397,4,1,1,3,5.0,100,0,1,0,0,0.125108
