Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,1867,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,1867,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,1867,3,0.063291,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,1867,10,0.050633,3,25.757576
../Dataset/ReducedLP/scpb4_reduced.lp,1867,17,0.037975,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,1867,23,0.025316,5,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,1867,38,0.037975,6,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,1867,44,0.025316,7,18.181818
../Dataset/ReducedLP/scpb4_reduced.lp,1867,56,0.037975,6,20.303030
../Dataset/ReducedLP/scpb4_reduced.lp,1867,58,0.025316,7,13.636364
../Dataset/ReducedLP/scpb4_reduced.lp,1867,3,0.037975,2,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,1867,11,0.012658,4,23.030303
../Dataset/ReducedLP/scpb4_reduced.lp,1867,18,0.050633,4,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,1867,30,0.037975,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,1867,45,0.012658,5,14.242424
../Dataset/ReducedLP/scpb4_reduced.lp,1867,2,0.025316,2,19.696970
../Dataset/ReducedLP/scpb4_reduced.lp,1867,8,0.037975,3,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,1867,15,0.037975,4,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,1867,16,0.025316,5,9.090909
../Dataset/ReducedLP/scpb4_reduced.lp,1867,23,0.025316,3,23.939394
../Dataset/ReducedLP/scpb4_reduced.lp,1867,44,0.012658,7,18.181818
../Dataset/ReducedLP/scpb4_reduced.lp,1867,1,0.063291,1,26.060606
../Dataset/ReducedLP/scpb4_reduced.lp,1867,2,0.063291,2,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,1867,4,0.037975,3,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,1867,9,0.012658,4,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,1867,11,0.012658,5,17.878788
../Dataset/ReducedLP/scpb4_reduced.lp,1867,14,0.050633,3,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,1867,29,0.025316,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,1867,37,0.050633,4,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,1867,45,0.050633,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,1867,46,0.025316,6,20.909091
../Dataset/ReducedLP/scpb4_reduced.lp,1867,56,0.012658,7,19.090909
../Dataset/ReducedLP/scpb4_reduced.lp,1867,63,0.012658,8,13.030303
