Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,0,0.081384,0,20.448878
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,1,0.081384,1,20.448878
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,2,0.040692,2,21.446384
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,5,0.040692,3,20.199501
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,7,0.000000,4,20.199501
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,10,0.000000,5,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,13,0.000000,6,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,14,0.000000,6,19.451372
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,19,0.000000,7,19.201995
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,20,0.000000,7,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,21,0.040692,8,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,31,0.040692,9,16.708229
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,37,0.081384,9,14.713217
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,38,0.122076,10,13.216958
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,41,0.000000,3,19.451372
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,51,0.000000,4,21.446384
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,52,0.000000,4,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,53,0.040692,5,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,69,0.000000,5,17.456359
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,70,0.040692,6,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,71,0.040692,7,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,76,0.040692,7,15.710723
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,77,0.081384,8,14.713217
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,78,0.081384,8,14.713217
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,93,0.081384,9,12.718204
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,96,0.000000,5,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,97,0.000000,6,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,110,0.000000,7,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,111,0.040692,8,18.204489
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,112,0.040692,9,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,113,0.040692,10,18.204489
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,130,0.081384,11,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,131,0.122076,12,12.718204
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,134,0.000000,5,20.448878
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,135,0.000000,6,19.700748
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,136,0.000000,7,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,157,0.040692,8,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,158,0.040692,9,16.209476
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,159,0.040692,10,14.713217
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,160,0.040692,11,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,161,0.081384,12,12.967581
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,162,0.081384,13,12.468828
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,165,0.000000,7,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,182,0.000000,8,18.952618
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,183,0.000000,9,19.201995
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,184,0.040692,10,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,186,0.040692,11,17.206983
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,206,0.081384,12,15.960100
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,207,0.122076,13,12.967581
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,210,0.000000,7,19.201995
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,211,0.000000,8,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,212,0.000000,9,18.204489
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,239,0.000000,10,17.206983
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,240,0.000000,11,17.206983
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,241,0.081384,11,14.463840
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,242,0.040692,12,16.209476
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,243,0.040692,13,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,245,0.081384,14,13.965087
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,246,0.081384,14,15.211970
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,278,0.122076,15,12.219451
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,3,0.040692,2,19.201995
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,14,0.040692,3,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,17,0.000000,4,19.950125
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,25,0.000000,4,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,26,0.000000,5,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,39,0.000000,5,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,40,0.040692,6,17.206983
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,44,0.000000,6,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,45,0.040692,7,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,46,0.040692,7,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,47,0.081384,8,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,68,0.040692,3,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,69,0.000000,4,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,80,0.000000,4,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,81,0.000000,5,18.952618
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,82,0.000000,5,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,95,0.000000,6,17.206983
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,96,0.000000,6,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,97,0.040692,7,15.710723
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,98,0.000000,7,15.960100
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,99,0.040692,8,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,120,0.000000,8,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,121,0.040692,9,15.710723
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,122,0.040692,9,14.713217
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,124,0.040692,10,14.962594
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,125,0.081384,11,13.216958
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,126,0.122076,12,13.466334
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,130,0.000000,3,18.952618
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,145,0.000000,4,17.456359
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,146,0.040692,5,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,147,0.040692,6,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,148,0.040692,7,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,149,0.081384,8,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,167,0.122076,9,12.967581
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,170,0.000000,4,18.952618
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,171,0.000000,5,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,172,0.040692,6,17.456359
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,173,0.081384,7,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,197,0.000000,5,17.955112
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,198,0.000000,6,18.204489
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,199,0.081384,7,16.957606
../Dataset/ReducedLP/scpnre1_reduced.lp,9397,201,0.081384,8,15.461347
