Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,0,0.285714,0,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,1,0.285714,1,19.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,2,0.214286,2,18.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,3,0.214286,3,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,4,0.142857,4,19.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,6,0.142857,5,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,7,0.071429,6,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,11,0.071429,6,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,23,0.214286,4,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,24,0.142857,5,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,33,0.142857,6,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,34,0.142857,7,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,35,0.142857,7,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,43,0.071429,8,12.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,44,0.142857,8,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,45,0.071429,9,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,48,0.142857,4,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,53,0.142857,5,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,54,0.142857,6,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,55,0.071429,7,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,58,0.071429,6,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,71,0.071429,7,10.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,74,0.142857,5,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,75,0.071429,6,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,78,0.071429,5,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,93,0.142857,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,94,0.142857,6,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,95,0.071429,7,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,115,0.071429,5,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,118,0.142857,8,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,119,0.142857,9,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,133,0.071429,10,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,136,0.142857,6,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,138,0.071429,7,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,166,0.142857,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,167,0.071429,8,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,171,0.071429,10,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,202,0.071429,6,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,205,0.071429,7,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,206,0.071429,8,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,209,0.071429,8,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,242,0.071429,4,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,278,0.071429,9,12.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,3,0.214286,3,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,9,0.214286,4,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,10,0.142857,5,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,20,0.142857,5,18.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,21,0.142857,6,17.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,40,0.142857,6,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,41,0.071429,7,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,44,0.214286,3,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,61,0.142857,4,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,62,0.142857,5,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,63,0.142857,5,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,82,0.071429,6,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,84,0.071429,7,12.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,87,0.142857,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,105,0.071429,6,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,122,0.071429,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,125,0.142857,6,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,126,0.142857,7,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,127,0.071429,8,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,130,0.071429,9,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,148,0.071429,6,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,151,0.142857,6,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,152,0.071429,7,12.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,154,0.071429,8,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,156,0.071429,9,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,159,0.071429,6,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,182,0.071429,7,10.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,185,0.071429,5,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,188,0.071429,6,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,232,0.071429,6,13.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,233,0.071429,7,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,236,0.071429,7,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,237,0.071429,8,12.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,270,0.071429,8,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,2,0.214286,2,19.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,7,0.214286,3,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,8,0.142857,4,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,9,0.142857,5,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,10,0.142857,6,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,11,0.071429,7,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,16,0.071429,7,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,18,0.071429,8,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,21,0.214286,3,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,29,0.142857,4,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,30,0.142857,4,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,38,0.071429,5,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,46,0.142857,4,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,47,0.142857,5,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,9397,56,0.071429,6,15.000000
