Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,6822,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,6822,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,6822,3,0.063291,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,6822,9,0.050633,3,25.757576
../Dataset/ReducedLP/scpb4_reduced.lp,6822,12,0.037975,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,6822,13,0.025316,5,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,6822,29,0.050633,4,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,39,0.037975,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,44,0.037975,6,20.303030
../Dataset/ReducedLP/scpb4_reduced.lp,6822,55,0.025316,7,13.939394
../Dataset/ReducedLP/scpb4_reduced.lp,6822,57,0.012658,8,12.727273
../Dataset/ReducedLP/scpb4_reduced.lp,6822,3,0.037975,2,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,7,0.037975,3,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,6822,14,0.037975,4,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,15,0.025316,5,9.090909
../Dataset/ReducedLP/scpb4_reduced.lp,6822,40,0.012658,5,14.242424
../Dataset/ReducedLP/scpb4_reduced.lp,6822,2,0.025316,2,19.696970
../Dataset/ReducedLP/scpb4_reduced.lp,6822,9,0.025316,3,23.939394
../Dataset/ReducedLP/scpb4_reduced.lp,6822,12,0.012658,4,23.030303
../Dataset/ReducedLP/scpb4_reduced.lp,6822,23,0.050633,4,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,6822,32,0.050633,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,6822,40,0.025316,6,20.909091
../Dataset/ReducedLP/scpb4_reduced.lp,6822,44,0.012658,7,19.090909
../Dataset/ReducedLP/scpb4_reduced.lp,6822,53,0.012658,7,18.181818
../Dataset/ReducedLP/scpb4_reduced.lp,6822,1,0.063291,1,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,6822,2,0.063291,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,6822,5,0.037975,3,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,6822,10,0.012658,4,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,6822,13,0.050633,3,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,6822,23,0.025316,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,6822,42,0.037975,6,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,6822,43,0.025316,7,18.181818
