Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,0,0.090746,0,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,1,0.090746,1,19.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,2,0.000000,2,18.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,3,0.000000,3,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,4,0.000000,4,19.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,6,0.000000,5,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,7,0.090746,6,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,11,0.000000,6,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,12,0.090746,7,19.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,20,0.090746,7,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,21,0.181491,8,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,24,0.000000,4,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,31,0.000000,5,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,32,0.000000,6,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,42,0.000000,7,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,43,0.000000,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,44,0.000000,8,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,45,0.090746,8,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,57,0.090746,9,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,58,0.181491,10,12.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,61,0.000000,4,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,84,0.000000,5,18.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,85,0.090746,6,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,86,0.090746,7,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,87,0.090746,8,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,98,0.090746,9,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,99,0.181491,10,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,102,0.000000,6,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,103,0.090746,7,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,105,0.181491,8,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,128,0.000000,5,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,129,0.090746,6,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,130,0.090746,7,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,144,0.090746,8,17.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,145,0.090746,9,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,146,0.090746,10,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,148,0.181491,11,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,151,0.000000,5,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,170,0.000000,6,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,171,0.090746,7,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,172,0.090746,8,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,173,0.090746,8,11.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,175,0.181491,9,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,177,0.181491,10,10.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,3,0.000000,3,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,9,0.000000,4,19.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,10,0.000000,5,20.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,18,0.000000,5,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,19,0.000000,6,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,33,0.000000,6,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,34,0.090746,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,44,0.181491,8,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,45,0.181491,8,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,47,0.181491,9,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,50,0.000000,3,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,71,0.000000,4,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,72,0.000000,5,18.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,79,0.000000,5,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,80,0.000000,6,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,81,0.090746,6,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,94,0.090746,7,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,95,0.090746,7,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,97,0.181491,8,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,100,0.000000,5,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,115,0.090746,6,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,116,0.090746,7,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,117,0.090746,8,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,118,0.181491,9,13.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,136,0.000000,5,17.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,137,0.000000,6,18.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,138,0.090746,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,157,0.090746,8,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,158,0.181491,9,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,161,0.000000,6,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,163,0.000000,7,16.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,180,0.090746,8,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,181,0.090746,9,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,183,0.090746,10,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,184,0.181491,11,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,2,0.000000,2,19.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,8,0.000000,3,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,9,0.000000,4,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,10,0.000000,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,16,0.000000,5,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,17,0.000000,6,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,18,0.000000,7,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,24,0.090746,8,15.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,25,0.090746,8,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,26,0.090746,9,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,27,0.090746,9,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,37,0.090746,10,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,38,0.090746,10,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,39,0.181491,11,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,40,0.090746,11,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,48,0.090746,12,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,49,0.090746,12,12.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,50,0.181491,13,10.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,53,0.000000,3,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,54,0.000000,4,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,64,0.000000,4,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,65,0.000000,5,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,66,0.090746,6,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,67,0.090746,6,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,88,0.181491,7,13.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,89,0.090746,7,13.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,91,0.181491,8,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,94,0.000000,4,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,105,0.000000,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,106,0.000000,6,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,107,0.000000,7,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,118,0.090746,8,14.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,119,0.090746,9,14.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,120,0.090746,10,13.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,121,0.181491,11,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,122,0.181491,12,11.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,141,0.000000,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,142,0.000000,6,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,143,0.000000,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,162,0.090746,8,15.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,163,0.090746,9,15.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,166,0.090746,6,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,167,0.090746,7,16.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,168,0.181491,8,14.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,189,0.000000,5,19.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,190,0.000000,6,20.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,1,0.000000,1,19.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,5,0.000000,2,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,7,0.000000,3,19.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,8,0.000000,4,18.666667
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,13,0.000000,4,17.000000
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,14,0.000000,5,17.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,26,0.000000,5,16.333333
../Dataset/ReducedLP/scpnrf3_reduced.lp,8927,27,0.000000,6,15.666667
