Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd3_reduced.lp,9397,0,0.083333,0,30.701754
../Dataset/ReducedLP/scpd3_reduced.lp,9397,1,0.055556,1,30.701754
../Dataset/ReducedLP/scpd3_reduced.lp,9397,2,0.041667,2,33.625731
../Dataset/ReducedLP/scpd3_reduced.lp,9397,19,0.027778,4,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,9397,20,0.013889,5,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,32,0.027778,3,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,9397,40,0.013889,5,22.514620
../Dataset/ReducedLP/scpd3_reduced.lp,9397,51,0.041667,4,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,9397,52,0.027778,5,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,9397,3,0.069444,2,27.485380
../Dataset/ReducedLP/scpd3_reduced.lp,9397,6,0.055556,3,26.315789
../Dataset/ReducedLP/scpd3_reduced.lp,9397,10,0.041667,4,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,12,0.027778,5,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,13,0.013889,6,22.514620
../Dataset/ReducedLP/scpd3_reduced.lp,9397,17,0.055556,3,26.900585
../Dataset/ReducedLP/scpd3_reduced.lp,9397,25,0.041667,4,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,9397,26,0.041667,5,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,9397,34,0.027778,5,21.637427
../Dataset/ReducedLP/scpd3_reduced.lp,9397,52,0.013889,6,20.760234
../Dataset/ReducedLP/scpd3_reduced.lp,9397,2,0.055556,2,29.824561
../Dataset/ReducedLP/scpd3_reduced.lp,9397,4,0.041667,3,29.239766
../Dataset/ReducedLP/scpd3_reduced.lp,9397,8,0.027778,4,29.824561
../Dataset/ReducedLP/scpd3_reduced.lp,9397,22,0.027778,4,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,1,0.083333,1,28.947368
../Dataset/ReducedLP/scpd3_reduced.lp,9397,3,0.055556,2,27.192982
../Dataset/ReducedLP/scpd3_reduced.lp,9397,5,0.041667,3,28.362573
../Dataset/ReducedLP/scpd3_reduced.lp,9397,10,0.041667,3,25.730994
../Dataset/ReducedLP/scpd3_reduced.lp,9397,11,0.027778,4,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,17,0.027778,4,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,28,0.041667,4,22.222222
../Dataset/ReducedLP/scpd3_reduced.lp,9397,29,0.013889,5,13.450292
../Dataset/ReducedLP/scpd3_reduced.lp,9397,60,0.027778,5,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,61,0.013889,6,7.309942
