Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,338,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.063291,2,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,6,0.050633,3,25.757576
../Dataset/ReducedLP/scpb4_reduced.lp,338,16,0.037975,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,338,24,0.025316,5,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,338,34,0.050633,4,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,38,0.050633,5,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,46,0.025316,6,20.909091
../Dataset/ReducedLP/scpb4_reduced.lp,338,47,0.012658,7,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,50,0.037975,6,20.303030
../Dataset/ReducedLP/scpb4_reduced.lp,338,59,0.012658,7,11.212121
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.025316,2,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,10,0.025316,3,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,18,0.050633,4,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,30,0.037975,5,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,38,0.037975,6,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,338,40,0.025316,7,19.393939
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.050633,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,4,0.037975,3,17.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,10,0.012658,4,22.121212
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.050633,3,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,25,0.025316,4,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,338,46,0.012658,5,14.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.063291,1,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.063291,2,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,7,0.037975,3,23.636364
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.012658,4,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,338,19,0.012658,4,23.030303
../Dataset/ReducedLP/scpb4_reduced.lp,338,28,0.025316,3,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,338,44,0.012658,7,18.181818
