Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,0,0.241379,0,20.448878
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,1,0.241379,1,19.700748
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,2,0.206897,2,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,4,0.206897,3,20.448878
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,7,0.206897,4,21.197007
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,8,0.172414,5,20.698254
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,16,0.172414,5,19.950125
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,17,0.137931,6,18.703242
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,26,0.137931,7,18.204489
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,27,0.137931,8,19.451372
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,32,0.103448,8,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,33,0.103448,9,16.708229
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,44,0.068966,9,14.463840
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,45,0.103448,10,16.458853
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,46,0.103448,11,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,47,0.103448,12,16.209476
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,61,0.034483,12,13.216958
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,62,0.034483,13,13.216958
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,65,0.172414,4,18.453865
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,78,0.172414,5,17.705736
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,79,0.137931,6,19.451372
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,92,0.137931,6,16.209476
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,93,0.137931,7,16.209476
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,94,0.103448,7,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,95,0.103448,8,15.461347
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,96,0.103448,9,15.211970
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,108,0.068966,9,13.466334
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,109,0.068966,10,12.967581
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,110,0.068966,11,12.967581
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,111,0.068966,12,12.219451
../Dataset/ReducedLP/scpnre1_reduced.lp,6822,112,0.068966,12,12.967581
