Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpc2_reduced.lp,8927,0,0.022831,0,33.753149
../Dataset/ReducedLP/scpc2_reduced.lp,8927,1,0.022831,1,32.745592
../Dataset/ReducedLP/scpc2_reduced.lp,8927,3,0.013699,2,30.478589
../Dataset/ReducedLP/scpc2_reduced.lp,8927,4,0.013699,3,30.478589
../Dataset/ReducedLP/scpc2_reduced.lp,8927,5,0.009132,4,25.440806
../Dataset/ReducedLP/scpc2_reduced.lp,8927,6,0.009132,5,25.440806
../Dataset/ReducedLP/scpc2_reduced.lp,8927,11,0.004566,6,25.692695
../Dataset/ReducedLP/scpc2_reduced.lp,8927,7,0.000000,4,15.869018
../Dataset/ReducedLP/scpc2_reduced.lp,8927,8,0.000000,5,15.869018
../Dataset/ReducedLP/scpc2_reduced.lp,8927,19,0.000000,6,17.128463
../Dataset/ReducedLP/scpc2_reduced.lp,8927,20,0.000000,7,23.173804
../Dataset/ReducedLP/scpc2_reduced.lp,8927,21,0.000000,8,18.639798
../Dataset/ReducedLP/scpc2_reduced.lp,8927,22,0.000000,9,18.639798
../Dataset/ReducedLP/scpc2_reduced.lp,8927,5,0.004566,4,24.181360
../Dataset/ReducedLP/scpc2_reduced.lp,8927,6,0.004566,5,24.181360
../Dataset/ReducedLP/scpc2_reduced.lp,8927,13,0.004566,6,24.937028
../Dataset/ReducedLP/scpc2_reduced.lp,8927,19,0.000000,7,0.000000
../Dataset/ReducedLP/scpc2_reduced.lp,8927,20,0.004566,7,22.670025
../Dataset/ReducedLP/scpc2_reduced.lp,8927,21,0.004566,8,24.433249
../Dataset/ReducedLP/scpc2_reduced.lp,8927,3,0.013699,2,30.730479
../Dataset/ReducedLP/scpc2_reduced.lp,8927,4,0.013699,3,30.730479
../Dataset/ReducedLP/scpc2_reduced.lp,8927,7,0.004566,4,28.463476
../Dataset/ReducedLP/scpc2_reduced.lp,8927,8,0.004566,5,28.463476
../Dataset/ReducedLP/scpc2_reduced.lp,8927,9,0.000000,6,22.921914
../Dataset/ReducedLP/scpc2_reduced.lp,8927,16,0.000000,7,14.609572
../Dataset/ReducedLP/scpc2_reduced.lp,8927,17,0.000000,8,14.609572
../Dataset/ReducedLP/scpc2_reduced.lp,8927,20,0.000000,6,28.715365
