Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb4_reduced.lp,338,0,0.088608,0,27.878788
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.075949,1,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.063291,2,27.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,8,0.050633,3,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,18,0.050633,4,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,23,0.037975,5,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,29,0.037975,6,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,39,0.037975,7,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,47,0.037975,8,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.037975,9,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,49,0.025316,10,24.242424
../Dataset/ReducedLP/scpb4_reduced.lp,338,66,0.025316,11,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,338,67,0.025316,12,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,338,87,0.037975,5,21.212121
../Dataset/ReducedLP/scpb4_reduced.lp,338,88,0.037975,6,21.212121
../Dataset/ReducedLP/scpb4_reduced.lp,338,89,0.012658,7,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,90,0.012658,7,17.272727
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.025316,2,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,4,0.025316,3,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.050633,4,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,16,0.050633,5,25.151515
../Dataset/ReducedLP/scpb4_reduced.lp,338,21,0.050633,6,24.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,25,0.037975,7,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,30,0.037975,8,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,338,31,0.037975,9,23.333333
../Dataset/ReducedLP/scpb4_reduced.lp,338,32,0.037975,10,22.424242
../Dataset/ReducedLP/scpb4_reduced.lp,338,42,0.037975,11,19.090909
../Dataset/ReducedLP/scpb4_reduced.lp,338,43,0.037975,12,19.090909
../Dataset/ReducedLP/scpb4_reduced.lp,338,44,0.012658,13,9.393939
../Dataset/ReducedLP/scpb4_reduced.lp,338,45,0.012658,14,9.393939
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.025316,6,21.515152
../Dataset/ReducedLP/scpb4_reduced.lp,338,58,0.012658,7,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,59,0.012658,8,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,2,0.050633,2,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.050633,3,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,5,0.037975,4,23.939394
../Dataset/ReducedLP/scpb4_reduced.lp,338,13,0.037975,5,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,338,14,0.037975,6,22.727273
../Dataset/ReducedLP/scpb4_reduced.lp,338,17,0.037975,7,18.787879
../Dataset/ReducedLP/scpb4_reduced.lp,338,22,0.037975,8,14.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,23,0.037975,9,14.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,28,0.012658,10,13.939394
../Dataset/ReducedLP/scpb4_reduced.lp,338,29,0.012658,11,13.939394
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.012658,10,14.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,63,0.037975,8,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,64,0.037975,9,18.484848
../Dataset/ReducedLP/scpb4_reduced.lp,338,65,0.025316,10,15.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,66,0.025316,11,15.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,1,0.063291,1,26.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,3,0.063291,2,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,4,0.063291,3,25.454545
../Dataset/ReducedLP/scpb4_reduced.lp,338,10,0.050633,4,23.939394
../Dataset/ReducedLP/scpb4_reduced.lp,338,15,0.050633,5,21.515152
../Dataset/ReducedLP/scpb4_reduced.lp,338,19,0.050633,6,20.000000
../Dataset/ReducedLP/scpb4_reduced.lp,338,24,0.050633,7,20.606061
../Dataset/ReducedLP/scpb4_reduced.lp,338,25,0.050633,8,20.606061
../Dataset/ReducedLP/scpb4_reduced.lp,338,26,0.012658,9,14.545455
../Dataset/ReducedLP/scpb4_reduced.lp,338,33,0.012658,9,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,34,0.012658,10,16.363636
../Dataset/ReducedLP/scpb4_reduced.lp,338,46,0.037975,5,22.121212
../Dataset/ReducedLP/scpb4_reduced.lp,338,47,0.037975,6,22.121212
../Dataset/ReducedLP/scpb4_reduced.lp,338,48,0.037975,7,20.606061
../Dataset/ReducedLP/scpb4_reduced.lp,338,83,0.050633,3,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,84,0.050633,4,24.848485
../Dataset/ReducedLP/scpb4_reduced.lp,338,85,0.037975,5,23.030303
../Dataset/ReducedLP/scpb4_reduced.lp,338,87,0.025316,6,21.818182
../Dataset/ReducedLP/scpb4_reduced.lp,338,88,0.025316,7,21.818182
