Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,0,0.233333,0,18.292683
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,1,0.233333,1,18.699187
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,3,0.200000,2,18.089431
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,7,0.200000,3,18.902439
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,11,0.200000,4,17.682927
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,12,0.166667,5,17.886179
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,20,0.133333,5,16.666667
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,21,0.133333,6,16.463415
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,32,0.100000,6,16.056911
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,33,0.100000,7,16.869919
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,42,0.066667,7,15.040650
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,43,0.066667,8,14.837398
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,44,0.033333,8,14.634146
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,45,0.033333,9,14.634146
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,46,0.000000,10,10.772358
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,47,0.000000,11,10.772358
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,50,0.200000,3,17.276423
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,66,0.166667,4,17.682927
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,67,0.166667,4,17.479675
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,86,0.166667,5,17.276423
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,87,0.166667,6,17.073171
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,88,0.133333,7,17.073171
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,109,0.133333,7,15.853659
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,110,0.100000,8,15.853659
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,111,0.100000,8,13.414634
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,112,0.100000,9,14.227642
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,129,0.066667,9,14.024390
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,130,0.066667,10,13.414634
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,131,0.066667,11,14.024390
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,132,0.066667,11,13.617886
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,133,0.066667,12,13.617886
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,147,0.033333,12,11.788618
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,148,0.033333,13,11.788618
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,149,0.033333,14,11.382114
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,150,0.000000,15,9.959350
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,151,0.000000,15,10.162602
../Dataset/ReducedLP/scpnre2_reduced.lp,6822,152,0.000000,16,9.959350
