Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd3_reduced.lp,9397,0,0.083333,0,30.701754
../Dataset/ReducedLP/scpd3_reduced.lp,9397,1,0.083333,1,28.070175
../Dataset/ReducedLP/scpd3_reduced.lp,9397,2,0.069444,2,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,9397,4,0.055556,3,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,9397,6,0.041667,4,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,9397,10,0.041667,5,23.976608
../Dataset/ReducedLP/scpd3_reduced.lp,9397,11,0.027778,6,24.561404
../Dataset/ReducedLP/scpd3_reduced.lp,9397,13,0.013889,6,22.514620
../Dataset/ReducedLP/scpd3_reduced.lp,9397,14,0.013889,7,21.345029
../Dataset/ReducedLP/scpd3_reduced.lp,9397,15,0.000000,8,21.345029
../Dataset/ReducedLP/scpd3_reduced.lp,9397,19,0.000000,8,17.251462
../Dataset/ReducedLP/scpd3_reduced.lp,9397,20,0.000000,9,17.251462
../Dataset/ReducedLP/scpd3_reduced.lp,9397,21,0.000000,10,13.157895
../Dataset/ReducedLP/scpd3_reduced.lp,9397,22,0.000000,11,13.157895
../Dataset/ReducedLP/scpd3_reduced.lp,9397,23,0.013889,12,3.801170
../Dataset/ReducedLP/scpd3_reduced.lp,9397,24,0.013889,13,3.801170
../Dataset/ReducedLP/scpd3_reduced.lp,9397,25,0.013889,14,2.046784
../Dataset/ReducedLP/scpd3_reduced.lp,9397,26,0.027778,15,0.000000
../Dataset/ReducedLP/scpd3_reduced.lp,9397,29,0.055556,3,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,9397,30,0.041667,4,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,9397,37,0.041667,4,23.976608
../Dataset/ReducedLP/scpd3_reduced.lp,9397,38,0.041667,5,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,9397,42,0.041667,5,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,43,0.027778,6,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,44,0.027778,6,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,45,0.013889,7,21.052632
../Dataset/ReducedLP/scpd3_reduced.lp,9397,62,0.000000,8,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,9397,64,0.013889,9,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,9397,66,0.000000,10,15.789474
../Dataset/ReducedLP/scpd3_reduced.lp,9397,68,0.027778,5,23.099415
../Dataset/ReducedLP/scpd3_reduced.lp,9397,84,0.027778,6,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,85,0.027778,7,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,87,0.013889,8,15.497076
../Dataset/ReducedLP/scpd3_reduced.lp,9397,88,0.013889,9,15.497076
../Dataset/ReducedLP/scpd3_reduced.lp,9397,89,0.000000,10,0.000000
../Dataset/ReducedLP/scpd3_reduced.lp,9397,90,0.000000,11,0.000000
../Dataset/ReducedLP/scpd3_reduced.lp,9397,98,0.027778,5,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,9397,99,0.027778,6,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,9397,126,0.013889,7,18.713450
../Dataset/ReducedLP/scpd3_reduced.lp,9397,127,0.013889,8,18.713450
../Dataset/ReducedLP/scpd3_reduced.lp,9397,3,0.041667,2,29.824561
../Dataset/ReducedLP/scpd3_reduced.lp,9397,7,0.027778,3,30.409357
../Dataset/ReducedLP/scpd3_reduced.lp,9397,11,0.013889,4,30.116959
../Dataset/ReducedLP/scpd3_reduced.lp,9397,16,0.013889,5,29.532164
../Dataset/ReducedLP/scpd3_reduced.lp,9397,21,0.000000,5,27.485380
../Dataset/ReducedLP/scpd3_reduced.lp,9397,33,0.041667,4,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,9397,44,0.041667,5,22.514620
../Dataset/ReducedLP/scpd3_reduced.lp,9397,45,0.013889,5,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,9397,46,0.027778,6,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,65,0.013889,6,15.497076
../Dataset/ReducedLP/scpd3_reduced.lp,9397,66,0.013889,7,15.497076
../Dataset/ReducedLP/scpd3_reduced.lp,9397,69,0.027778,5,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,70,0.027778,6,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,77,0.027778,7,21.929825
../Dataset/ReducedLP/scpd3_reduced.lp,9397,78,0.013889,8,16.666667
../Dataset/ReducedLP/scpd3_reduced.lp,9397,79,0.013889,9,16.666667
../Dataset/ReducedLP/scpd3_reduced.lp,9397,104,0.013889,3,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,9397,105,0.013889,4,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,9397,2,0.055556,2,26.900585
../Dataset/ReducedLP/scpd3_reduced.lp,9397,5,0.041667,3,27.777778
../Dataset/ReducedLP/scpd3_reduced.lp,9397,9,0.041667,4,28.654971
../Dataset/ReducedLP/scpd3_reduced.lp,9397,15,0.027778,5,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,9397,16,0.027778,6,27.777778
../Dataset/ReducedLP/scpd3_reduced.lp,9397,31,0.000000,6,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,32,0.000000,7,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,9397,41,0.027778,4,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,9397,42,0.027778,5,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,9397,43,0.027778,6,23.684211
../Dataset/ReducedLP/scpd3_reduced.lp,9397,51,0.027778,7,23.684211
../Dataset/ReducedLP/scpd3_reduced.lp,9397,52,0.013889,7,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,9397,53,0.013889,8,23.099415
../Dataset/ReducedLP/scpd3_reduced.lp,9397,68,0.000000,8,19.298246
../Dataset/ReducedLP/scpd3_reduced.lp,9397,69,0.000000,9,19.298246
../Dataset/ReducedLP/scpd3_reduced.lp,9397,72,0.027778,6,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,9397,73,0.027778,7,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,9397,74,0.013889,8,18.421053
