Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd4_reduced.lp,1867,0,0.080645,0,32.492114
../Dataset/ReducedLP/scpd4_reduced.lp,1867,1,0.080645,1,30.599369
../Dataset/ReducedLP/scpd4_reduced.lp,1867,2,0.064516,2,31.861199
../Dataset/ReducedLP/scpd4_reduced.lp,1867,7,0.064516,3,30.283912
../Dataset/ReducedLP/scpd4_reduced.lp,1867,9,0.048387,4,30.599369
../Dataset/ReducedLP/scpd4_reduced.lp,1867,10,0.048387,5,29.022082
../Dataset/ReducedLP/scpd4_reduced.lp,1867,15,0.032258,6,30.599369
../Dataset/ReducedLP/scpd4_reduced.lp,1867,16,0.032258,6,27.129338
../Dataset/ReducedLP/scpd4_reduced.lp,1867,28,0.032258,7,25.867508
../Dataset/ReducedLP/scpd4_reduced.lp,1867,29,0.016129,8,24.290221
../Dataset/ReducedLP/scpd4_reduced.lp,1867,34,0.016129,9,24.290221
../Dataset/ReducedLP/scpd4_reduced.lp,1867,36,0.000000,9,22.712934
../Dataset/ReducedLP/scpd4_reduced.lp,1867,37,0.000000,10,22.397476
../Dataset/ReducedLP/scpd4_reduced.lp,1867,45,0.000000,11,22.397476
../Dataset/ReducedLP/scpd4_reduced.lp,1867,46,0.000000,12,14.511041
../Dataset/ReducedLP/scpd4_reduced.lp,1867,48,0.000000,13,14.511041
../Dataset/ReducedLP/scpd4_reduced.lp,1867,51,0.048387,3,31.230284
../Dataset/ReducedLP/scpd4_reduced.lp,1867,73,0.032258,4,28.075710
../Dataset/ReducedLP/scpd4_reduced.lp,1867,74,0.032258,5,28.075710
../Dataset/ReducedLP/scpd4_reduced.lp,1867,75,0.016129,6,25.867508
../Dataset/ReducedLP/scpd4_reduced.lp,1867,83,0.016129,7,25.236593
../Dataset/ReducedLP/scpd4_reduced.lp,1867,84,0.016129,8,25.236593
../Dataset/ReducedLP/scpd4_reduced.lp,1867,85,0.000000,9,19.242902
../Dataset/ReducedLP/scpd4_reduced.lp,1867,86,0.000000,10,19.242902
../Dataset/ReducedLP/scpd4_reduced.lp,1867,89,0.032258,7,29.022082
../Dataset/ReducedLP/scpd4_reduced.lp,1867,90,0.032258,8,27.760252
../Dataset/ReducedLP/scpd4_reduced.lp,1867,100,0.032258,9,29.022082
../Dataset/ReducedLP/scpd4_reduced.lp,1867,101,0.032258,10,29.022082
../Dataset/ReducedLP/scpd4_reduced.lp,1867,102,0.016129,11,26.182965
../Dataset/ReducedLP/scpd4_reduced.lp,1867,103,0.016129,12,26.182965
../Dataset/ReducedLP/scpd4_reduced.lp,1867,123,0.016129,6,26.498423
../Dataset/ReducedLP/scpd4_reduced.lp,1867,124,0.016129,7,26.498423
../Dataset/ReducedLP/scpd4_reduced.lp,1867,127,0.016129,7,22.082019
../Dataset/ReducedLP/scpd4_reduced.lp,1867,128,0.016129,8,22.082019
../Dataset/ReducedLP/scpd4_reduced.lp,1867,129,0.000000,9,20.189274
../Dataset/ReducedLP/scpd4_reduced.lp,1867,155,0.000000,10,20.189274
../Dataset/ReducedLP/scpd4_reduced.lp,1867,156,0.000000,11,5.362776
../Dataset/ReducedLP/scpd4_reduced.lp,1867,157,0.000000,12,5.362776
../Dataset/ReducedLP/scpd4_reduced.lp,1867,158,0.000000,13,0.000000
../Dataset/ReducedLP/scpd4_reduced.lp,1867,3,0.016129,2,28.075710
../Dataset/ReducedLP/scpd4_reduced.lp,1867,4,0.016129,3,27.760252
../Dataset/ReducedLP/scpd4_reduced.lp,1867,8,0.016129,4,27.760252
../Dataset/ReducedLP/scpd4_reduced.lp,1867,9,0.000000,5,26.498423
../Dataset/ReducedLP/scpd4_reduced.lp,1867,13,0.000000,6,23.659306
../Dataset/ReducedLP/scpd4_reduced.lp,1867,14,0.000000,7,23.659306
../Dataset/ReducedLP/scpd4_reduced.lp,1867,15,0.000000,8,24.921136
../Dataset/ReducedLP/scpd4_reduced.lp,1867,20,0.000000,9,24.921136
../Dataset/ReducedLP/scpd4_reduced.lp,1867,21,0.000000,10,17.981073
../Dataset/ReducedLP/scpd4_reduced.lp,1867,22,0.000000,11,17.981073
../Dataset/ReducedLP/scpd4_reduced.lp,1867,27,0.032258,4,27.760252
../Dataset/ReducedLP/scpd4_reduced.lp,1867,28,0.016129,5,28.391167
../Dataset/ReducedLP/scpd4_reduced.lp,1867,41,0.000000,5,25.867508
../Dataset/ReducedLP/scpd4_reduced.lp,1867,42,0.000000,6,25.867508
../Dataset/ReducedLP/scpd4_reduced.lp,1867,43,0.000000,7,16.403785
../Dataset/ReducedLP/scpd4_reduced.lp,1867,44,0.016129,7,7.570978
../Dataset/ReducedLP/scpd4_reduced.lp,1867,52,0.032258,5,31.545741
