Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpb2_reduced.lp,8927,0,0.078947,0,34.814815
../Dataset/ReducedLP/scpb2_reduced.lp,8927,1,0.065789,1,32.592593
../Dataset/ReducedLP/scpb2_reduced.lp,8927,2,0.065789,2,32.592593
../Dataset/ReducedLP/scpb2_reduced.lp,8927,3,0.052632,3,29.259259
../Dataset/ReducedLP/scpb2_reduced.lp,8927,4,0.052632,4,29.259259
../Dataset/ReducedLP/scpb2_reduced.lp,8927,7,0.026316,5,24.814815
../Dataset/ReducedLP/scpb2_reduced.lp,8927,17,0.039474,5,28.148148
../Dataset/ReducedLP/scpb2_reduced.lp,8927,20,0.026316,6,25.925926
../Dataset/ReducedLP/scpb2_reduced.lp,8927,21,0.026316,7,25.925926
../Dataset/ReducedLP/scpb2_reduced.lp,8927,34,0.013158,10,12.222222
../Dataset/ReducedLP/scpb2_reduced.lp,8927,35,0.013158,11,12.222222
../Dataset/ReducedLP/scpb2_reduced.lp,8927,36,0.013158,12,11.111111
../Dataset/ReducedLP/scpb2_reduced.lp,8927,5,0.052632,3,31.111111
../Dataset/ReducedLP/scpb2_reduced.lp,8927,6,0.052632,4,31.111111
../Dataset/ReducedLP/scpb2_reduced.lp,8927,11,0.039474,5,30.000000
../Dataset/ReducedLP/scpb2_reduced.lp,8927,15,0.039474,6,27.407407
../Dataset/ReducedLP/scpb2_reduced.lp,8927,18,0.039474,7,25.555556
../Dataset/ReducedLP/scpb2_reduced.lp,8927,19,0.039474,8,25.555556
../Dataset/ReducedLP/scpb2_reduced.lp,8927,20,0.026316,9,21.851852
../Dataset/ReducedLP/scpb2_reduced.lp,8927,31,0.039474,5,31.851852
../Dataset/ReducedLP/scpb2_reduced.lp,8927,46,0.026316,6,28.148148
../Dataset/ReducedLP/scpb2_reduced.lp,8927,47,0.026316,7,28.148148
../Dataset/ReducedLP/scpb2_reduced.lp,8927,48,0.013158,8,20.000000
../Dataset/ReducedLP/scpb2_reduced.lp,8927,3,0.039474,3,29.259259
../Dataset/ReducedLP/scpb2_reduced.lp,8927,4,0.039474,4,29.259259
../Dataset/ReducedLP/scpb2_reduced.lp,8927,13,0.026316,5,20.740741
../Dataset/ReducedLP/scpb2_reduced.lp,8927,17,0.013158,6,8.148148
../Dataset/ReducedLP/scpb2_reduced.lp,8927,18,0.013158,7,8.148148
../Dataset/ReducedLP/scpb2_reduced.lp,8927,19,0.026316,5,27.777778
../Dataset/ReducedLP/scpb2_reduced.lp,8927,1,0.065789,1,32.592593
../Dataset/ReducedLP/scpb2_reduced.lp,8927,2,0.065789,2,32.592593
../Dataset/ReducedLP/scpb2_reduced.lp,8927,5,0.052632,3,32.222222
../Dataset/ReducedLP/scpb2_reduced.lp,8927,6,0.052632,4,32.222222
../Dataset/ReducedLP/scpb2_reduced.lp,8927,9,0.013158,5,26.296296
../Dataset/ReducedLP/scpb2_reduced.lp,8927,15,0.039474,5,30.000000
../Dataset/ReducedLP/scpb2_reduced.lp,8927,22,0.039474,6,28.518519
../Dataset/ReducedLP/scpb2_reduced.lp,8927,23,0.039474,7,28.518519
../Dataset/ReducedLP/scpb2_reduced.lp,8927,32,0.039474,8,24.814815
../Dataset/ReducedLP/scpb2_reduced.lp,8927,40,0.039474,9,24.444444
../Dataset/ReducedLP/scpb2_reduced.lp,8927,41,0.039474,10,24.444444
../Dataset/ReducedLP/scpb2_reduced.lp,8927,43,0.026316,11,17.777778
../Dataset/ReducedLP/scpb2_reduced.lp,8927,44,0.026316,12,17.777778
