Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpd3_reduced.lp,1867,0,0.083333,0,30.701754
../Dataset/ReducedLP/scpd3_reduced.lp,1867,1,0.083333,1,28.070175
../Dataset/ReducedLP/scpd3_reduced.lp,1867,2,0.069444,2,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,1867,5,0.055556,3,25.730994
../Dataset/ReducedLP/scpd3_reduced.lp,1867,12,0.055556,4,25.730994
../Dataset/ReducedLP/scpd3_reduced.lp,1867,14,0.041667,5,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,1867,15,0.041667,6,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,1867,22,0.027778,6,21.637427
../Dataset/ReducedLP/scpd3_reduced.lp,1867,24,0.027778,7,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,1867,25,0.027778,8,17.543860
../Dataset/ReducedLP/scpd3_reduced.lp,1867,34,0.055556,3,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,1867,40,0.055556,4,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,1867,41,0.041667,5,24.561404
../Dataset/ReducedLP/scpd3_reduced.lp,1867,51,0.041667,5,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,1867,52,0.041667,6,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,1867,53,0.041667,7,21.345029
../Dataset/ReducedLP/scpd3_reduced.lp,1867,60,0.041667,6,24.561404
../Dataset/ReducedLP/scpd3_reduced.lp,1867,61,0.013889,7,19.005848
../Dataset/ReducedLP/scpd3_reduced.lp,1867,62,0.013889,8,19.005848
../Dataset/ReducedLP/scpd3_reduced.lp,1867,70,0.027778,7,20.467836
../Dataset/ReducedLP/scpd3_reduced.lp,1867,71,0.027778,8,20.467836
../Dataset/ReducedLP/scpd3_reduced.lp,1867,72,0.013889,9,15.204678
../Dataset/ReducedLP/scpd3_reduced.lp,1867,73,0.013889,10,15.204678
../Dataset/ReducedLP/scpd3_reduced.lp,1867,4,0.055556,3,29.532164
../Dataset/ReducedLP/scpd3_reduced.lp,1867,5,0.055556,4,29.532164
../Dataset/ReducedLP/scpd3_reduced.lp,1867,11,0.041667,5,28.654971
../Dataset/ReducedLP/scpd3_reduced.lp,1867,15,0.041667,6,26.315789
../Dataset/ReducedLP/scpd3_reduced.lp,1867,20,0.041667,7,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,1867,30,0.041667,8,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,1867,34,0.041667,9,26.023392
../Dataset/ReducedLP/scpd3_reduced.lp,1867,38,0.027778,10,21.052632
../Dataset/ReducedLP/scpd3_reduced.lp,1867,39,0.027778,11,21.052632
../Dataset/ReducedLP/scpd3_reduced.lp,1867,48,0.027778,5,27.777778
../Dataset/ReducedLP/scpd3_reduced.lp,1867,2,0.041667,2,27.192982
../Dataset/ReducedLP/scpd3_reduced.lp,1867,3,0.041667,3,27.192982
../Dataset/ReducedLP/scpd3_reduced.lp,1867,9,0.041667,4,26.315789
../Dataset/ReducedLP/scpd3_reduced.lp,1867,13,0.041667,5,26.315789
../Dataset/ReducedLP/scpd3_reduced.lp,1867,16,0.027778,6,25.146199
../Dataset/ReducedLP/scpd3_reduced.lp,1867,23,0.000000,7,19.883041
../Dataset/ReducedLP/scpd3_reduced.lp,1867,26,0.041667,4,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,1867,37,0.041667,5,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,1867,44,0.041667,6,24.853801
../Dataset/ReducedLP/scpd3_reduced.lp,1867,45,0.027778,7,23.684211
../Dataset/ReducedLP/scpd3_reduced.lp,1867,53,0.027778,8,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,1867,54,0.027778,9,23.391813
../Dataset/ReducedLP/scpd3_reduced.lp,1867,63,0.041667,7,23.976608
../Dataset/ReducedLP/scpd3_reduced.lp,1867,64,0.041667,8,23.976608
../Dataset/ReducedLP/scpd3_reduced.lp,1867,65,0.013889,9,18.421053
../Dataset/ReducedLP/scpd3_reduced.lp,1867,1,0.055556,1,29.239766
../Dataset/ReducedLP/scpd3_reduced.lp,1867,2,0.055556,2,29.239766
../Dataset/ReducedLP/scpd3_reduced.lp,1867,4,0.041667,3,28.947368
../Dataset/ReducedLP/scpd3_reduced.lp,1867,5,0.041667,4,28.947368
../Dataset/ReducedLP/scpd3_reduced.lp,1867,8,0.013889,5,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,1867,9,0.013889,6,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,1867,20,0.041667,5,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,1867,21,0.041667,6,22.807018
../Dataset/ReducedLP/scpd3_reduced.lp,1867,22,0.027778,7,25.438596
../Dataset/ReducedLP/scpd3_reduced.lp,1867,29,0.027778,8,22.514620
../Dataset/ReducedLP/scpd3_reduced.lp,1867,35,0.027778,9,21.052632
../Dataset/ReducedLP/scpd3_reduced.lp,1867,36,0.027778,10,21.052632
../Dataset/ReducedLP/scpd3_reduced.lp,1867,54,0.027778,6,24.269006
../Dataset/ReducedLP/scpd3_reduced.lp,1867,64,0.041667,8,21.345029
