Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpc3_reduced.lp,6822,0,0.028807,0,27.912088
../Dataset/ReducedLP/scpc3_reduced.lp,6822,1,0.028807,1,26.813187
../Dataset/ReducedLP/scpc3_reduced.lp,6822,5,0.024691,2,27.252747
../Dataset/ReducedLP/scpc3_reduced.lp,6822,8,0.020576,3,26.373626
../Dataset/ReducedLP/scpc3_reduced.lp,6822,14,0.016461,4,21.538462
../Dataset/ReducedLP/scpc3_reduced.lp,6822,21,0.016461,5,21.538462
../Dataset/ReducedLP/scpc3_reduced.lp,6822,33,0.012346,6,24.395604
../Dataset/ReducedLP/scpc3_reduced.lp,6822,40,0.008230,7,16.923077
../Dataset/ReducedLP/scpc3_reduced.lp,6822,41,0.008230,8,16.923077
../Dataset/ReducedLP/scpc3_reduced.lp,6822,42,0.008230,9,16.923077
../Dataset/ReducedLP/scpc3_reduced.lp,6822,8,0.012346,3,23.296703
../Dataset/ReducedLP/scpc3_reduced.lp,6822,9,0.012346,4,23.296703
../Dataset/ReducedLP/scpc3_reduced.lp,6822,16,0.008230,5,17.362637
../Dataset/ReducedLP/scpc3_reduced.lp,6822,17,0.008230,6,17.362637
../Dataset/ReducedLP/scpc3_reduced.lp,6822,18,0.000000,7,14.945055
../Dataset/ReducedLP/scpc3_reduced.lp,6822,24,0.004115,7,10.769231
../Dataset/ReducedLP/scpc3_reduced.lp,6822,25,0.004115,8,10.769231
../Dataset/ReducedLP/scpc3_reduced.lp,6822,26,0.000000,9,9.010989
../Dataset/ReducedLP/scpc3_reduced.lp,6822,27,0.004115,10,0.000000
../Dataset/ReducedLP/scpc3_reduced.lp,6822,38,0.004115,5,16.263736
../Dataset/ReducedLP/scpc3_reduced.lp,6822,45,0.000000,6,7.252747
../Dataset/ReducedLP/scpc3_reduced.lp,6822,46,0.000000,7,7.252747
../Dataset/ReducedLP/scpc3_reduced.lp,6822,47,0.000000,8,4.175824
../Dataset/ReducedLP/scpc3_reduced.lp,6822,48,0.000000,9,0.000000
../Dataset/ReducedLP/scpc3_reduced.lp,6822,5,0.020576,2,24.835165
../Dataset/ReducedLP/scpc3_reduced.lp,6822,7,0.016461,3,24.615385
../Dataset/ReducedLP/scpc3_reduced.lp,6822,8,0.016461,4,24.615385
../Dataset/ReducedLP/scpc3_reduced.lp,6822,11,0.012346,5,23.736264
../Dataset/ReducedLP/scpc3_reduced.lp,6822,12,0.008230,6,22.857143
../Dataset/ReducedLP/scpc3_reduced.lp,6822,13,0.008230,7,22.417582
../Dataset/ReducedLP/scpc3_reduced.lp,6822,20,0.000000,7,15.164835
../Dataset/ReducedLP/scpc3_reduced.lp,6822,21,0.000000,8,15.164835
../Dataset/ReducedLP/scpc3_reduced.lp,6822,32,0.004115,8,19.120879
../Dataset/ReducedLP/scpc3_reduced.lp,6822,33,0.004115,9,19.120879
../Dataset/ReducedLP/scpc3_reduced.lp,6822,34,0.000000,10,16.483516
../Dataset/ReducedLP/scpc3_reduced.lp,6822,59,0.008230,6,10.549451
../Dataset/ReducedLP/scpc3_reduced.lp,6822,60,0.008230,7,10.549451
../Dataset/ReducedLP/scpc3_reduced.lp,6822,61,0.008230,8,6.593407
../Dataset/ReducedLP/scpc3_reduced.lp,6822,1,0.000000,1,26.593407
../Dataset/ReducedLP/scpc3_reduced.lp,6822,2,0.000000,2,26.593407
../Dataset/ReducedLP/scpc3_reduced.lp,6822,7,0.012346,3,25.714286
../Dataset/ReducedLP/scpc3_reduced.lp,6822,9,0.000000,4,20.879121
../Dataset/ReducedLP/scpc3_reduced.lp,6822,14,0.008230,6,21.758242
../Dataset/ReducedLP/scpc3_reduced.lp,6822,18,0.008230,7,21.758242
../Dataset/ReducedLP/scpc3_reduced.lp,6822,19,0.008230,8,21.758242
../Dataset/ReducedLP/scpc3_reduced.lp,6822,20,0.000000,9,13.626374
../Dataset/ReducedLP/scpc3_reduced.lp,6822,27,0.000000,10,13.626374
../Dataset/ReducedLP/scpc3_reduced.lp,6822,39,0.004115,4,23.956044
