Instance,Seed,NodeIndex,Gap,depth,percentageFracVars
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,0,0.357143,0,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,1,0.285714,1,22.939068
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,3,0.285714,2,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,7,0.285714,3,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,11,0.285714,4,21.146953
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,14,0.285714,4,19.713262
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,17,0.214286,5,20.430108
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,18,0.214286,5,18.996416
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,23,0.214286,6,18.996416
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,24,0.214286,6,17.562724
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,32,0.142857,7,17.921147
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,33,0.142857,7,16.487455
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,42,0.142857,8,15.412186
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,43,0.071429,9,17.204301
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,44,0.071429,9,13.620072
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,45,0.071429,10,13.620072
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,46,0.071429,11,13.261649
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,47,0.071429,12,12.903226
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,57,0.071429,13,12.903226
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,58,0.071429,14,10.394265
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,59,0.071429,15,10.394265
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,60,0.000000,16,9.318996
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,62,0.000000,17,9.318996
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,65,0.285714,5,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,79,0.214286,6,21.146953
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,80,0.214286,6,19.354839
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,93,0.142857,7,17.562724
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,94,0.142857,8,18.279570
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,95,0.142857,8,16.487455
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,110,0.142857,9,16.845878
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,111,0.142857,10,16.845878
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,112,0.071429,11,17.562724
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,113,0.071429,11,13.978495
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,114,0.071429,12,13.978495
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,115,0.071429,13,14.336918
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,163,0.214286,7,22.580645
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,164,0.214286,8,21.146953
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,171,0.214286,9,21.146953
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,172,0.214286,10,21.505376
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,173,0.214286,11,21.505376
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,174,0.214286,12,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,196,0.214286,13,21.863799
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,197,0.214286,14,18.996416
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,198,0.142857,15,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,210,0.142857,16,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,211,0.142857,17,20.430108
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,212,0.142857,18,20.430108
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,213,0.142857,19,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,214,0.142857,20,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,215,0.142857,21,17.921147
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,239,0.142857,22,17.921147
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,240,0.142857,23,18.996416
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,241,0.142857,24,18.996416
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,242,0.142857,25,16.845878
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,243,0.142857,26,16.845878
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,244,0.071429,27,15.770609
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,245,0.071429,28,15.770609
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,246,0.071429,29,13.261649
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,247,0.071429,30,13.261649
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,249,0.071429,31,13.978495
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,250,0.071429,32,12.903226
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,252,0.142857,12,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,274,0.142857,13,20.071685
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,275,0.142857,14,19.354839
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,276,0.142857,15,19.354839
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,277,0.071429,16,15.770609
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,278,0.071429,17,15.770609
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,281,0.214286,10,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,314,0.214286,11,20.430108
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,315,0.214286,12,20.430108
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,316,0.214286,13,20.788530
../Dataset/ReducedLP/scpnrf1_reduced.lp,338,317,0.214286,14,20.788530
